gx(degree/s);gy(degree/s);gz(degree/s);inclinacionX;inclinacionY;time(s)
0.0000;0.0763;0.0458;24.9025;-19.6857;3.3150
-0.0611;0.1374;0.0153;38.3711;-43.9302;3.3175
-0.0153;0.0458;0.0153;-9.6103;-60.2403;3.3197
0.0305;0.0763;0.0153;-26.4208;-31.8967;3.3224
0.0305;0.0305;-0.0611;-31.3903;-53.6077;3.3250
0.0458;0.1374;0.0000;-40.6013;-0.0000;3.3273
-0.0458;0.1069;0.0153;-20.3745;20.3745;3.3295
0.0153;-0.0611;0.0458;34.7365;43.1384;3.3321
0.0305;-0.1069;0.0611;68.5533;14.9837;3.3348
-0.0611;-0.0763;0.0153;77.4712;-0.0000;3.3372
-0.1374;-0.0305;0.0611;-13.6330;-13.6330;3.3394
-0.1985;0.0000;0.0763;-70.4180;-15.1717;3.3416
-0.1832;-0.0763;0.1069;-69.3281;-20.5397;3.3445
-0.0305;-0.0305;0.0153;-62.7480;-14.7144;3.3470
0.0305;0.1221;-0.0153;-35.5853;-8.3650;3.3493
0.0458;0.1832;-0.0305;-25.8767;12.6044;3.3512
0.0611;0.1374;0.0153;-13.5010;5.7424;3.3534
-0.0458;0.1985;-0.0458;-11.6287;-1.6501;3.3554
-0.0611;0.1679;-0.0763;-16.7214;-31.1909;3.3571
0.0305;0.1069;-0.1374;-23.1986;-66.8014;3.3589
-0.1374;-0.0153;-0.0305;-64.0978;-4.9146;3.3607
-0.1221;-0.1221;0.0305;-33.4895;-38.7083;3.3629
-0.0305;0.0458;0.0153;9.7315;5.8209;3.3649
0.0458;0.0153;0.0153;29.0546;-0.0000;3.3667
0.0305;0.1221;0.0763;37.4533;-34.1483;3.3684
-0.0305;0.1679;0.1527;0.0000;-57.2648;3.3701
-0.0763;0.1374;0.0916;-35.9873;-49.5022;3.3723
-0.0611;0.0305;0.0611;-14.7279;-57.9329;3.3745
-0.1069;-0.0458;0.0916;12.6044;-60.7941;3.3763
-0.1374;-0.0611;0.0458;19.2391;-55.4648;3.3781
-0.1374;-0.0611;-0.0153;9.8010;-71.5143;3.3798
0.0153;-0.0153;-0.0763;-10.8811;-53.3483;3.3816
-0.0153;0.0305;-0.1069;-24.7751;-56.9417;3.3840
-0.0916;0.0611;-0.0305;-10.9932;-59.1057;3.3859
-0.1679;0.0916;0.0305;9.7471;-23.2680;3.3877
-0.0916;0.1374;0.1069;-2.3696;-24.4217;3.3894
-0.0611;0.1527;0.1221;-4.0197;-18.3880;3.3912
0.0611;0.1069;0.0916;-23.0642;-56.3557;3.3930
0.0305;0.0305;0.0763;0.0000;-86.4237;3.3951
-0.0611;0.1679;0.0611;24.2457;-47.6609;3.3969
-0.0611;0.1374;0.0000;25.0597;-45.7908;3.3987
-0.0153;0.1832;-0.0305;-1.5282;-43.8995;3.4004
-0.0916;0.1527;-0.0458;-16.5059;-26.0455;3.4022
-0.0153;0.0458;0.0153;-22.4794;-41.9988;3.4039
0.0458;0.0916;-0.0153;-5.7617;-69.5511;3.4056
0.0458;-0.0305;-0.0763;20.3745;-60.5038;3.4074
0.0305;-0.0458;-0.1374;39.8676;-47.1039;3.4091
0.0458;0.0000;-0.1221;2.6216;-15.9283;3.4109
-0.0916;0.1069;-0.1069;-18.3874;-14.6167;3.4126
-0.1069;0.1679;-0.0153;-26.5452;-2.1343;3.4144
-0.1221;0.1527;0.0611;-15.7993;-13.4957;3.4162
-0.0305;0.1679;0.1221;34.6161;-3.6189;3.4180
-0.0611;0.1527;0.1374;60.4659;5.5477;3.4197
-0.0611;0.2137;0.0000;-3.6189;-55.1402;3.4216
-0.0611;0.2595;-0.0305;-41.4729;-31.9928;3.4240
-0.0916;0.2748;0.0458;-43.6658;-43.6658;3.4262
0.0458;0.1832;0.0458;-57.5171;-29.1216;3.4280
0.0611;0.1527;0.0153;-51.7822;-37.9424;3.4299
0.1221;0.1832;0.0305;-58.4654;-31.3903;3.4318
0.0916;0.2290;0.0916;-21.8014;-68.1986;3.4339
0.0305;0.0763;0.0763;10.3048;-79.6952;3.4357
-0.0458;0.0763;0.1374;7.2963;-39.4200;3.4375
-0.0305;0.1374;0.1069;-17.2514;-34.2963;3.4394
-0.0153;0.0916;0.0611;-15.0456;-51.1473;3.4412
0.0000;-0.0153;0.0305;-13.0226;-59.7440;3.4433
0.0153;-0.0305;0.0611;-43.8767;-46.1233;3.4451
-0.0916;0.0611;0.0000;-30.7770;-57.0541;3.4469
-0.1679;0.0000;0.0611;-28.1890;-61.6843;3.4486
-0.2137;0.0916;0.1069;-25.3068;-48.4230;3.4504
-0.1374;0.0611;0.1069;-21.3934;-37.4415;3.4526
-0.1527;-0.0611;0.1985;-30.4223;-33.8490;3.4548
-0.1374;0.0000;0.1985;-31.2301;11.9695;3.4569
0.0153;0.1221;0.0916;-4.2865;12.9576;3.4589
0.0153;0.0916;0.1832;-7.1250;82.8750;3.4610
-0.0153;0.1221;0.0763;-10.4757;-33.0557;3.4628
-0.0458;0.1527;0.0000;5.6824;-5.6824;3.4646
-0.0305;0.0916;0.0153;16.0319;-67.0102;3.4663
-0.0611;0.0305;0.0153;-34.9316;-48.1057;3.4680
-0.0153;-0.1069;0.0458;30.1702;-35.0553;3.4698
0.0000;0.0916;0.0000;57.5288;-0.0000;3.4716
-0.1069;0.1527;0.0305;15.5014;-32.3115;3.4738
-0.0458;0.1069;0.0763;-14.7144;-62.7480;3.4757
-0.0305;0.0458;0.0305;-44.9365;-2.6990;3.4774
-0.0916;0.0153;0.0000;-64.6273;-25.1630;3.4792
-0.0763;0.0305;-0.0305;-34.3421;-45.6079;3.4809
-0.0305;-0.0153;-0.0153;-40.5869;-48.4338;3.4827
-0.0916;-0.0458;-0.0305;-9.5731;-34.1446;3.4850
-0.0916;0.0458;-0.0153;-28.5899;-28.5899;3.4871
0.0000;0.0305;-0.0305;-55.5038;-7.8951;3.4888
-0.0763;0.1527;-0.0916;-36.6232;-36.6232;3.4906
-0.1527;0.2595;-0.1069;15.6089;-70.3462;3.4928
-0.1527;0.2290;-0.0305;-23.9297;-59.5345;3.4948
-0.0763;0.2595;-0.1221;-48.5791;-39.1586;3.4966
-0.1069;0.2290;-0.1527;-60.5038;-29.1710;3.4985
-0.0611;0.1832;-0.1069;-75.0466;8.2291;3.5003
0.0305;0.0000;-0.0458;-62.0725;13.9435;3.5022
-0.1221;0.0305;0.0611;-36.8699;-53.1301;3.5043
-0.0611;0.1221;0.0611;-62.7056;24.2144;3.5060
-0.0153;0.1069;0.0000;-29.7636;7.7811;3.5078
-0.1374;0.2137;0.0153;-22.3957;14.7144;3.5095
-0.1679;0.2290;0.0153;-14.9837;68.5533;3.5113
-0.0916;0.1221;0.0153;-21.3274;46.6683;3.5130
-0.0153;0.0763;-0.0153;-15.1954;73.9611;3.5148
-0.0611;0.2290;-0.0153;-31.1909;39.2702;3.5165
-0.0458;0.2443;-0.0153;-56.0537;31.2301;3.5183
-0.0611;0.1221;0.0153;-32.1529;-10.2180;3.5200
-0.0763;0.0458;0.0305;-8.1301;-81.8699;3.5219
0.0153;0.0763;-0.0611;24.4440;-0.0000;3.5240
0.0153;0.1221;-0.1374;20.8329;2.5479;3.5258
-0.1069;0.2137;-0.0611;-41.8103;7.6623;3.5275
-0.1069;0.1985;-0.0611;-43.9356;-11.1125;3.5293
-0.0153;0.1374;-0.0916;-29.1216;-18.9318;3.5310
0.0000;0.0458;-0.0153;-31.3501;-20.2944;3.5328
0.0153;0.0153;-0.0305;-25.4816;6.1744;3.5345
-0.0763;-0.0611;-0.0458;-32.8838;-3.8915;3.5363
-0.0305;-0.0916;-0.0763;-32.3673;-6.7251;3.5380
0.0305;0.0305;0.0305;-25.9153;-7.7953;3.5398
0.0916;0.0153;0.0763;-23.1459;-3.7563;3.5415
0.0763;0.1069;-0.0153;-16.7587;-16.7587;3.5434
0.0305;0.1069;-0.0458;-2.1881;-6.5771;3.5453
0.0458;-0.0763;0.0305;1.9738;-1.9738;3.5471
0.0611;0.0305;0.0763;-56.6335;20.9731;3.5488
-0.0763;0.0000;0.0611;-42.7733;46.6861;3.5506
0.0153;-0.0458;-0.1069;-37.2444;51.5564;3.5524
0.0916;0.0916;-0.1221;-55.0553;14.8422;3.5545
0.0458;0.1069;-0.1069;-10.7843;-0.0000;3.5563
0.0153;0.0305;-0.0153;0.0000;-18.4349;3.5581
0.0763;0.0458;0.0000;20.8443;-20.8443;3.5600
0.1069;0.1069;0.0305;23.9297;-17.7108;3.5621
0.0000;0.0305;0.0611;17.1266;-14.9321;3.5638
-0.0763;-0.1069;0.1221;6.3575;-21.6605;3.5656
-0.0763;-0.0763;0.1679;19.0698;-10.9870;3.5673
-0.0305;0.0458;0.1527;-8.3164;15.0909;3.5691
-0.0305;0.0458;0.0916;-33.4736;11.2252;3.5708
0.0000;0.0305;-0.0763;-76.7840;-12.6988;3.5726
-0.0763;0.0916;-0.0763;-54.4708;-10.5892;3.5743
-0.1527;0.1527;-0.0153;-40.5542;-5.8922;3.5761
-0.1221;0.1832;-0.0763;-34.0416;-6.4283;3.5778
0.0916;0.1985;-0.0458;-54.4015;-34.6931;3.5795
0.1221;0.0916;-0.0305;-42.0311;-24.3319;3.5814
-0.0763;-0.0305;-0.0611;-2.4687;-7.4245;3.5832
-0.0763;0.0611;-0.0458;-19.0972;-17.7798;3.5851
-0.0611;0.1069;0.0763;-50.1155;-14.1318;3.5869
-0.0153;0.1527;-0.0611;-52.8523;14.1969;3.5886
-0.0153;0.1832;-0.0763;-56.7651;21.8234;3.5904
-0.0153;0.2290;-0.0916;-35.0958;-0.0000;3.5922
0.0153;0.1221;-0.0458;-39.1022;-21.5869;3.5939
0.1221;0.0763;0.0153;-30.4974;-19.0413;3.5957
0.1679;0.0611;-0.0458;-38.8360;-38.8360;3.5974
0.0763;-0.0153;-0.1221;-30.0486;-41.0877;3.5992
0.0153;-0.0153;-0.0763;-42.0189;-18.8016;3.6010
0.0611;-0.0153;0.0000;-42.3137;-17.8180;3.6028
0.1832;0.0611;0.0458;-63.3208;-26.5364;3.6045
0.1679;0.0916;0.0763;-52.5893;-36.5644;3.6063
0.0916;0.0763;0.0916;-33.6901;-56.3099;3.6080
-0.0153;0.0763;0.0305;-21.2207;-68.5533;3.6097
0.0305;0.1069;0.0458;-12.2396;-39.4941;3.6115
0.0763;0.0763;0.0305;-8.3730;-46.7262;3.6132
0.1221;0.0305;0.0611;-13.7677;-48.0480;3.6150
0.0458;0.1069;0.0305;-16.6015;-58.9973;3.6167
-0.0611;0.0611;0.0611;-13.6545;-64.8129;3.6185
-0.1679;0.0611;0.0763;1.7787;-64.1735;3.6202
-0.0763;0.1221;-0.0305;8.7208;-80.2403;3.6220
-0.0611;0.1069;-0.0611;37.2078;-51.0306;3.6237
-0.0305;0.0611;-0.0458;52.3538;-25.5875;3.6254
-0.0763;-0.0611;-0.0458;27.2256;-27.2256;3.6272
-0.0763;0.0153;-0.0458;63.4667;8.1210;3.6289
-0.0916;0.0458;0.0916;50.0323;8.0100;3.6307
-0.0763;0.0763;0.1069;2.6666;-27.7259;3.6324
-0.1069;0.1527;-0.0305;-29.8716;-18.1368;3.6342
0.0153;0.1069;0.0000;-55.5971;-20.4307;3.6363
0.0305;0.1221;0.0458;-66.5397;-15.4456;3.6384
0.0611;0.0458;-0.1069;-75.1863;-14.6077;3.6404
0.0153;0.1527;-0.0153;-53.6337;3.0773;3.6423
0.0153;0.2290;0.0305;-73.8461;15.9283;3.6441
-0.0916;0.2595;0.0611;-40.0303;12.3802;3.6460
-0.1221;0.3053;0.1374;-38.2642;11.3643;3.6478
0.0000;0.2443;0.0458;-66.4453;19.1102;3.6496
0.0916;0.1832;-0.0305;-70.8864;-1.8671;3.6515
0.0000;0.0916;0.0305;-41.8815;-14.2383;3.6533
0.0611;0.0916;0.0611;-26.3683;-33.7228;3.6550
0.1069;0.0763;0.0153;-18.0358;-20.9310;3.6568
0.0763;0.1679;-0.0305;-11.5898;-4.9394;3.6586
0.0153;0.1832;-0.0763;-16.7579;2.2533;3.6604
-0.0305;0.0458;-0.0305;-22.2123;8.0060;3.6622
-0.0763;-0.1069;0.0305;-39.4690;8.4352;3.6639
-0.1221;-0.0916;0.0153;-45.9774;5.1569;3.6657
-0.0153;-0.1069;0.0305;-61.5940;-15.3004;3.6674
0.1069;-0.0916;0.1069;-78.5782;8.0495;3.6692
0.0458;0.0000;0.0305;-43.4915;-43.4915;3.6709
-0.0916;0.0763;-0.0153;-19.4712;-41.8103;3.6727
-0.0763;0.0916;0.0458;-22.3927;10.9806;3.6744
-0.0458;0.1374;0.0611;-72.5536;-12.2396;3.6761
0.0000;0.0611;0.0458;-53.1427;8.3650;3.6779
0.0611;0.0916;0.0611;-52.4651;7.5946;3.6796
0.0916;0.1374;0.1221;-29.8326;-45.2894;3.6814
0.0916;0.1374;0.0763;-31.8061;-57.4875;3.6832
0.0916;0.1679;0.0153;-27.9384;7.1772;3.6850
0.0916;0.0916;-0.0611;-56.2262;19.7362;3.6870
0.1374;0.1069;-0.0916;-62.7123;9.4727;3.6887
0.1069;0.1374;-0.0611;-65.9052;-10.5197;3.6905
0.0305;0.0153;0.0000;-38.4012;-28.5430;3.6922
0.0458;-0.0305;0.0153;-20.1838;-63.7775;3.6940
0.1069;-0.0763;0.0458;-25.4761;-64.0755;3.6957
0.1221;-0.0763;0.0611;-47.8745;-41.2441;3.6974
0.0916;0.0458;0.0458;-47.3721;-42.4117;3.6992
0.0611;0.0305;0.0763;-43.4915;-43.4915;3.7009
0.0305;0.0458;0.1069;-55.5038;7.8951;3.7028
0.0153;0.0458;0.0916;-44.5342;-18.5897;3.7045
0.0153;0.0763;0.0611;-76.7551;5.8810;3.7063
-0.0153;0.0000;-0.0305;-46.2867;42.6588;3.7081
0.0000;-0.1069;-0.1221;-55.4712;30.4628;3.7098
-0.0916;-0.0916;-0.0611;-43.7660;11.9767;3.7116
-0.1527;-0.0763;-0.0305;0.0000;71.5651;3.7134
-0.1832;-0.0611;-0.0305;-11.9695;56.0537;3.7151
-0.0458;-0.1221;-0.0611;-33.0557;33.0557;3.7169
-0.0458;-0.0458;0.0305;-44.5342;18.5897;3.7186
-0.0763;-0.0153;0.0611;-39.7622;-25.2394;3.7204
-0.1069;0.0000;0.0153;-50.0193;-16.6992;3.7223
-0.0763;0.0000;-0.0153;-17.9841;12.4817;3.7240
0.0153;0.0153;-0.0153;-17.2318;1.8863;3.7258
0.0305;0.0458;-0.0305;-20.6626;-41.4237;3.7275
-0.0153;0.0458;-0.0153;-32.2847;-38.9310;3.7293
-0.0458;0.0153;0.0458;-32.2352;-11.8384;3.7310
0.0611;0.0153;0.1069;-50.9061;-14.0362;3.7328
0.1069;-0.0458;0.0611;-60.7508;-7.7142;3.7345
0.0611;0.0000;0.0458;-42.5261;-22.7210;3.7363
0.0153;0.1832;0.0611;-19.6333;2.5677;3.7380
-0.0916;0.0458;0.0153;-21.5238;3.7122;3.7397
-0.0916;0.0153;-0.0305;-36.1121;-47.4519;3.7415
-0.0916;0.0153;-0.0611;-24.7365;-63.2127;3.7433
-0.0763;0.0305;-0.0153;-30.6648;-54.6888;3.7450
0.0458;0.0458;0.0153;-21.4477;-68.5523;3.7471
0.0763;0.1069;-0.0916;-23.3052;-59.0030;3.7489
0.0000;0.0611;0.0305;-34.1092;-23.1127;3.7506
-0.1069;0.0000;0.0916;-30.9988;-44.8106;3.7526
-0.0916;-0.0153;0.0916;-51.3159;-38.6443;3.7544
-0.0763;-0.1069;0.0458;-63.0823;-24.5890;3.7561
-0.1069;-0.0458;-0.0305;-59.6370;11.4853;3.7579
-0.1069;-0.0153;-0.0611;-48.9904;35.9381;3.7597
-0.0611;-0.0153;-0.0153;-27.0148;-9.3359;3.7616
-0.0763;0.0000;-0.0153;-36.8356;-2.2906;3.7634
-0.0458;0.0458;0.0000;-18.3969;-3.6189;3.7651
-0.0458;0.0611;0.1221;-15.9093;-10.5296;3.7669
-0.0611;0.0153;0.0611;-6.8428;-36.5644;3.7686
-0.0763;0.0153;0.0611;0.0000;-64.4400;3.7704
-0.0763;-0.0916;0.0000;0.0000;-37.8750;3.7721
-0.0916;-0.0458;0.0458;2.2690;-33.6601;3.7739
-0.0763;0.0916;0.1221;-25.2394;-39.7622;3.7756
-0.0763;0.0458;0.1527;12.1856;-57.5988;3.7774
-0.0305;0.0000;0.0611;7.5780;3.7807;3.7791
0.0000;0.0305;0.0458;7.4933;1.4946;3.7809
-0.0458;0.0763;0.1221;4.3572;17.6917;3.7826
-0.0611;0.0916;0.0916;-35.4323;-14.9314;3.7844
-0.1069;0.0305;-0.0153;-31.8274;-35.8707;3.7863
-0.0153;0.0611;-0.0611;-23.7240;-51.0633;3.7882
0.0305;0.0763;-0.0916;-15.8497;-58.5929;3.7901
-0.0305;-0.0458;-0.0305;-22.7241;-53.5889;3.7919
-0.1374;0.0000;0.0763;-10.8777;-78.9042;3.7937
-0.1374;-0.0305;0.1069;-29.1683;-60.0485;3.7954
-0.1374;-0.0458;0.0153;-50.1944;-30.8070;3.7972
-0.1527;-0.0305;0.0305;-48.1458;4.7473;3.7989
-0.1221;-0.0458;0.0458;-35.2045;37.9468;3.8007
-0.0305;-0.0611;0.1221;-68.9086;14.7414;3.8025
-0.0763;0.0000;0.1069;-53.8797;-10.7434;3.8042
-0.1069;-0.0153;0.0000;-59.5777;-22.7404;3.8060
-0.0305;0.0000;0.0000;-53.3765;-11.5746;3.8077
-0.0763;0.0153;-0.0153;-20.7610;1.8467;3.8095
-0.0305;0.0611;-0.0458;5.1111;-26.4512;3.8112
0.0000;0.0916;-0.0611;13.3424;-17.9202;3.8129
0.0000;0.0305;-0.0153;-59.7537;15.0203;3.8147
0.0763;0.0763;-0.0458;-43.6514;-22.5496;3.8164
0.0458;0.1221;-0.1221;-54.2952;10.6351;3.8182
-0.0458;0.0000;-0.0611;-57.5988;12.1856;3.8199
-0.0305;-0.1221;0.0153;-59.9158;-29.6336;3.8218
0.0000;-0.0763;0.0458;-56.7320;-33.2161;3.8236
0.0000;0.0000;-0.0458;-61.3020;-19.8493;3.8253
0.0458;-0.1221;-0.1374;-34.9491;-28.9940;3.8271
-0.1221;-0.0916;-0.1832;-29.4962;-37.9852;3.8288
-0.1069;-0.0458;-0.0916;65.5560;-24.4440;3.8305
-0.0153;0.0000;0.1069;77.3956;-5.6004;3.8326
-0.1832;0.0305;0.0763;30.7415;6.5224;3.8345
-0.1527;0.0305;0.0458;15.5014;-53.3008;3.8367
-0.1221;-0.0305;0.0305;-18.6235;-48.1715;3.8389
-0.1221;-0.0153;0.0611;-7.4933;-26.3207;3.8410
0.0153;-0.0153;0.0153;-13.3411;-11.6483;3.8432
-0.0153;-0.0611;0.1221;2.6523;13.3779;3.8453
0.0305;-0.0916;0.1374;17.5484;-64.7606;3.8471
0.0458;-0.0763;0.1374;-8.8764;-38.1129;3.8488
0.0000;-0.1069;0.1069;-30.9638;-30.9638;3.8506
0.0000;-0.0916;0.0763;-52.7079;-13.8079;3.8524
0.0000;-0.0153;0.0611;-66.8836;14.1969;3.8544
0.0458;-0.0763;0.0458;-80.9890;-8.7398;3.8561
0.0763;-0.0305;-0.0458;-49.6801;-34.1804;3.8579
-0.0458;-0.0305;-0.1221;-18.6682;-44.2965;3.8597
-0.0458;0.0305;-0.1374;-26.5164;-21.6423;3.8614
0.0000;0.0611;-0.0458;-39.4725;-21.3006;3.8632
0.0305;0.0458;-0.1221;-43.5587;-23.7016;3.8649
-0.0763;0.0763;-0.0458;-30.5642;-49.7076;3.8667
-0.1221;0.1527;0.0305;-28.5994;-30.3497;3.8684
-0.1374;0.1069;0.0458;-24.1411;-17.1802;3.8702
-0.0611;0.0000;0.0458;-20.5234;-15.8239;3.8719
-0.0458;0.0458;0.0763;-20.4375;-24.0406;3.8737
-0.0153;0.1221;0.0916;12.9946;-22.0098;3.8754
-0.0153;0.1374;0.1221;9.0883;7.2596;3.8773
0.0305;0.1069;0.0916;17.6722;9.5312;3.8790
-0.0305;0.0916;0.0916;17.8129;-6.3868;3.8807
-0.1069;0.1069;0.0763;-11.3065;-1.4043;3.8825
-0.1374;0.0763;0.0763;-39.6784;4.1845;3.8843
-0.1527;-0.0153;0.1221;-64.0624;15.4082;3.8862
-0.0763;0.0458;0.1527;-67.4083;12.6308;3.8881
-0.0458;0.0763;0.0763;-17.8008;5.2621;3.8898
-0.0153;0.0000;0.0763;-24.8916;-24.8916;3.8916
0.0458;-0.0916;0.0763;-10.2733;-45.5103;3.8934
0.0763;-0.0611;0.0153;0.0000;-90.0000;3.8951
0.0763;0.0916;0.0153;5.2322;-73.2393;3.8969
0.1374;0.1221;0.0458;5.5247;-84.1755;3.8987
0.1221;0.0916;0.0611;43.3139;-46.0788;3.9004
0.0763;0.0916;0.0458;42.7534;-24.0357;3.9022
-0.0763;0.0763;-0.0763;13.0140;-32.7145;3.9039
-0.0458;0.0916;-0.0916;-39.5097;-29.1116;3.9057
-0.0763;0.1679;0.0000;-48.8980;-4.3216;3.9074
0.0000;0.1832;-0.0305;-37.7990;-3.3463;3.9092
-0.0458;0.1832;-0.0763;-41.2441;7.1007;3.9109
-0.0611;0.1221;-0.0458;-6.7417;18.8343;3.9127
-0.0916;0.0153;-0.0153;-9.1535;18.5517;3.9144
-0.1527;0.0305;0.0305;4.6154;23.7240;3.9162
-0.1221;0.1069;0.1832;6.0810;16.4089;3.9179
-0.0611;0.1221;0.1679;-24.0948;-63.9155;3.9196
-0.0916;0.1679;0.0916;-47.5498;-31.8061;3.9214
-0.0916;0.0458;0.0000;-39.9807;20.0404;3.9231
-0.0763;0.0153;0.0458;-21.7664;9.8547;3.9249
-0.1374;0.0153;0.0611;-19.9494;-3.2599;3.9266
-0.1069;0.1221;0.0000;-19.4992;-31.0551;3.9284
0.0305;0.2901;0.0305;-22.1246;-24.4742;3.9301
-0.0153;0.2137;0.0611;-20.1260;-27.9829;3.9319
-0.0763;0.0763;-0.0458;-38.9275;-45.8978;3.9337
-0.0153;0.1679;0.0000;-58.6713;-31.3287;3.9358
0.0000;0.0916;0.0305;-48.3258;-5.0414;3.9380
0.0153;0.1069;0.0153;33.6901;-56.3099;3.9402
-0.0916;0.1374;0.0000;0.0000;-73.3008;3.9427
-0.0305;0.2748;-0.0763;-32.0506;-56.5023;3.9448
0.0763;0.1832;-0.0458;-59.5345;-17.7108;3.9468
-0.0153;0.1374;-0.0153;-65.7723;-24.2277;3.9489
0.0000;0.0611;-0.0153;-52.6942;-35.3438;3.9509
0.0000;0.0611;-0.0763;-40.3552;-48.1293;3.9529
-0.0458;0.1679;-0.0611;-54.7356;-34.8582;3.9550
-0.1374;0.2137;-0.0305;-14.9314;-50.6230;3.9572
-0.0763;0.1374;0.1221;2.7232;2.7232;3.9595
-0.1374;0.1221;0.0763;7.6414;10.2124;3.9618
-0.1527;0.1069;0.0305;-4.5739;-0.0000;3.9640
-0.1832;0.0916;0.0305;-8.8972;-14.9378;3.9660
-0.1374;0.1221;-0.0305;-27.2642;-5.6334;3.9680
-0.0153;0.1069;-0.0305;0.0000;-5.1944;3.9700
0.0305;0.0763;0.0458;-19.0705;-19.0705;3.9720
0.0763;0.0000;0.1374;-58.9430;-6.7859;3.9739
0.0611;0.0000;0.1374;-49.9491;-7.8565;3.9756
-0.0305;-0.0458;-0.0458;-23.4466;-14.8204;3.9774
0.0305;-0.1527;-0.1374;2.6952;-26.5334;3.9791
-0.0916;-0.0611;-0.0611;6.1150;-20.2554;3.9809
-0.1527;0.0305;-0.0611;-35.3620;-5.3131;3.9827
-0.1679;0.0305;0.0153;-20.1197;-11.5753;3.9844
-0.0916;0.0458;0.0611;-12.7499;-7.9283;3.9863
-0.0153;0.0000;0.0916;-4.9512;-17.5821;3.9882
0.0763;-0.0916;0.1069;-6.7150;-15.8331;3.9899
0.0458;-0.0611;0.0305;2.5323;-18.0161;3.9917
-0.0611;0.0000;-0.0458;-1.7787;-36.1380;3.9935
-0.0763;0.0153;-0.0305;3.4139;-72.3235;3.9952
-0.1221;-0.0153;0.0000;12.7400;-45.7838;3.9969
-0.1527;-0.0611;0.0000;16.7587;-65.9348;3.9987
-0.0763;-0.0153;-0.0153;2.3186;-31.7304;4.0004
-0.0305;-0.0153;0.0305;-30.9077;3.2718;4.0022
-0.0305;0.0000;0.0153;-26.5651;-0.0000;4.0039
-0.0153;0.0458;0.0611;-16.6015;-58.9973;4.0057
-0.0916;0.1374;0.0916;-13.6330;13.6330;4.0074
-0.1374;0.0305;0.0000;-4.2865;76.3282;4.0091
-0.0763;0.0763;0.0458;-16.9541;49.3036;4.0109
-0.1221;0.1374;0.0458;-34.5668;25.8767;4.0127
-0.0763;0.1069;0.0763;-61.9127;6.0772;4.0144
-0.0916;0.2137;0.1069;-66.2973;-5.0028;4.0161
-0.1527;0.1832;0.1221;-56.3725;-6.2350;4.0179
-0.1527;0.1221;0.1069;-58.3549;-20.9162;4.0196
-0.1221;0.0305;0.0763;-35.4323;-14.9314;4.0213
-0.0763;0.0153;0.1069;-31.4601;-25.4551;4.0232
-0.0153;-0.0305;0.1069;-34.3875;-32.1112;4.0249
-0.0305;0.0153;0.0611;-3.3694;-42.5230;4.0267
-0.0458;0.0305;0.0611;13.6718;-47.1145;4.0284
-0.0763;-0.0305;0.0916;0.0000;-42.7094;4.0301
0.0305;-0.0458;0.1679;-3.4540;-5.1850;4.0319
0.0305;-0.0153;0.1221;-16.2070;4.5739;4.0337
0.0000;-0.0305;0.1374;-56.9761;-0.0000;4.0354
0.0000;-0.0305;0.1374;-53.2868;-9.8913;4.0372
0.0000;0.0458;0.0763;-28.3891;6.8266;4.0389
0.0000;0.0153;0.0000;-49.6324;31.5881;4.0406
-0.0458;0.0000;-0.0458;-29.8984;22.8111;4.0424
-0.0153;0.0153;0.0153;-28.3008;-19.7942;4.0442
-0.1374;-0.1527;0.1069;-31.5475;-12.9576;4.0460
-0.1679;-0.1679;0.0916;-17.6406;-53.9129;4.0477
-0.1527;-0.1374;0.0000;-24.1276;-6.7070;4.0494
-0.1221;-0.1832;-0.0611;-39.9454;-34.1804;4.0512
-0.0458;-0.2595;0.0611;-12.6959;-74.0546;4.0537
-0.0611;0.0611;0.0763;-14.5824;-40.3470;4.0562
0.0305;0.0763;0.0916;-25.4531;-27.1701;4.0589
-0.0153;0.0763;0.1069;16.5473;-29.8951;4.0614
-0.1221;0.1679;0.1679;-6.8428;-52.5893;4.0642
0.0000;0.0611;0.0916;-24.8240;-64.1108;4.0664
0.0153;-0.0305;0.1221;-53.9876;-30.0491;4.0686
-0.0305;-0.0305;0.0153;-47.9689;-33.8545;4.0707
-0.0916;-0.0153;0.0763;-19.3514;-64.6505;4.0731
-0.2137;0.1374;0.0153;-78.0255;-9.9408;4.0911
-0.1069;0.1679;-0.0153;-35.2644;6.6307;4.0937
-0.1679;0.0305;0.0000;-35.7322;1.8592;4.0961
-0.0916;-0.0611;0.0305;-34.6753;-1.8112;4.0983
-0.0153;-0.0763;-0.0153;-26.5504;1.8296;4.1005
0.0000;-0.0458;-0.0153;-37.9476;-44.1814;4.1042
0.0000;0.0000;0.0000;-8.6487;-58.4444;4.1065
-0.0458;-0.0305;0.1069;22.9898;-40.6129;4.1087
-0.0611;-0.0763;0.1221;43.7623;20.2327;4.1109
0.0000;0.0611;0.0611;-53.0231;29.6396;4.1135
0.0458;0.1832;0.0153;-41.5512;17.1452;4.1159
-0.0305;0.2137;-0.0153;-10.5554;26.0813;4.1185
0.0611;0.2901;0.0458;-32.9196;30.8819;4.1210
0.0305;0.2137;-0.0611;-16.0396;-25.4551;4.1235
-0.0611;0.1221;-0.0458;-16.8145;-35.3484;4.1260
-0.1985;0.2748;-0.0763;-9.3930;-16.8665;4.1284
-0.1374;0.2137;0.0763;2.6659;-24.7465;4.1309
