ax(m/s);ay(m/s);az(m/s);accRMS(m/s);time(s)
-0.0970;-0.4012;9.8591;9.8677;93.5470
-0.0970;-0.4036;9.8579;9.8666;93.5511
-0.0958;-0.4012;9.8591;9.8677;93.5552
-0.0946;-0.4048;9.8543;9.8631;93.5592
-0.0946;-0.3988;9.8555;9.8640;93.5632
-0.0958;-0.3964;9.8627;9.8711;93.5673
-0.0958;-0.3976;9.8639;9.8724;93.5726
-0.1006;-0.3964;9.8603;9.8688;93.5768
-0.1030;-0.4000;9.8531;9.8618;93.5809
-0.1054;-0.4012;9.8507;9.8594;93.5848
-0.1066;-0.4036;9.8471;9.8560;93.5889
-0.1042;-0.4084;9.8375;9.8466;93.5934
-0.0982;-0.4084;9.8411;9.8501;93.5976
-0.1018;-0.4048;9.8459;9.8548;93.6017
-0.1066;-0.4060;9.8483;9.8573;93.6057
-0.1042;-0.4036;9.8459;9.8547;93.6097
-0.1030;-0.4012;9.8507;9.8594;93.6138
-0.1018;-0.3964;9.8555;9.8640;93.6178
-0.1042;-0.3964;9.8579;9.8664;93.6218
-0.1054;-0.3964;9.8615;9.8700;93.6258
-0.1018;-0.3928;9.8639;9.8722;93.6300
-0.1030;-0.3976;9.8639;9.8724;93.6343
-0.1018;-0.3952;9.8579;9.8663;93.6382
-0.1018;-0.3976;9.8531;9.8617;93.6422
-0.1018;-0.3976;9.8555;9.8640;93.6461
-0.1042;-0.3952;9.8543;9.8628;93.6501
-0.1042;-0.3928;9.8543;9.8627;93.6540
-0.1030;-0.3928;9.8519;9.8603;93.6581
-0.1042;-0.3952;9.8447;9.8532;93.6620
-0.1018;-0.3928;9.8447;9.8531;93.6659
-0.0994;-0.3940;9.8447;9.8531;93.6699
-0.1030;-0.3940;9.8447;9.8531;93.6738
-0.1018;-0.3964;9.8483;9.8568;93.6779
-0.1018;-0.3952;9.8531;9.8616;93.6820
-0.1030;-0.3940;9.8531;9.8615;93.6866
-0.1030;-0.3940;9.8447;9.8531;93.6909
-0.1006;-0.3976;9.8471;9.8557;93.6951
-0.0982;-0.4000;9.8495;9.8581;93.6991
-0.0970;-0.4024;9.8531;9.8618;93.7033
-0.0982;-0.4024;9.8555;9.8642;93.7073
-0.0970;-0.4000;9.8555;9.8641;93.7113
-0.1006;-0.4024;9.8519;9.8606;93.7216
-0.1042;-0.4024;9.8579;9.8667;93.7258
-0.1006;-0.4000;9.8579;9.8665;93.7298
-0.1018;-0.4000;9.8483;9.8570;93.7339
-0.1042;-0.3988;9.8435;9.8522;93.7379
-0.1066;-0.3964;9.8435;9.8521;93.7421
-0.1018;-0.3988;9.8423;9.8509;93.7462
-0.1030;-0.4000;9.8483;9.8570;93.7505
-0.1030;-0.4000;9.8507;9.8594;93.7545
-0.1078;-0.3988;9.8495;9.8582;93.7586
-0.1090;-0.4024;9.8459;9.8547;93.7626
-0.1090;-0.4048;9.8411;9.8501;93.7664
-0.1078;-0.4060;9.8399;9.8489;93.7703
-0.1066;-0.4060;9.8495;9.8585;93.7740
-0.1054;-0.4048;9.8507;9.8596;93.7778
-0.0994;-0.4048;9.8483;9.8571;93.7825
-0.1030;-0.4048;9.8447;9.8536;93.7868
-0.0994;-0.4012;9.8423;9.8510;93.7911
-0.1018;-0.4000;9.8435;9.8522;93.7951
-0.0970;-0.4000;9.8447;9.8533;93.7992
-0.0946;-0.3988;9.8459;9.8545;93.8034
-0.0982;-0.3988;9.8507;9.8593;93.8078
-0.0970;-0.3976;9.8531;9.8616;93.8118
-0.0946;-0.3976;9.8543;9.8628;93.8158
-0.0982;-0.4012;9.8531;9.8618;93.8199
-0.1030;-0.4012;9.8507;9.8594;93.8240
-0.1030;-0.4048;9.8555;9.8644;93.8280
-0.1054;-0.4060;9.8531;9.8620;93.8320
-0.1042;-0.4084;9.8555;9.8645;93.8361
-0.1006;-0.4119;9.8567;9.8658;93.8401
-0.1054;-0.4119;9.8579;9.8671;93.8442
-0.1102;-0.4095;9.8543;9.8634;93.8482
-0.1138;-0.4072;9.8543;9.8634;93.8522
-0.1114;-0.4060;9.8531;9.8621;93.8560
-0.1138;-0.4024;9.8495;9.8584;93.8600
-0.1078;-0.4000;9.8519;9.8606;93.8638
-0.1078;-0.3964;9.8495;9.8581;93.8677
-0.1090;-0.3952;9.8423;9.8509;93.8716
-0.1102;-0.3928;9.8423;9.8508;93.8755
-0.1126;-0.3964;9.8399;9.8486;93.8795
-0.1138;-0.3976;9.8387;9.8474;93.8837
-0.1138;-0.4000;9.8375;9.8463;93.8876
-0.1150;-0.4000;9.8399;9.8487;93.8921
-0.1126;-0.3988;9.8495;9.8582;93.8964
-0.1114;-0.3976;9.8471;9.8558;93.9018
-0.1090;-0.3952;9.8423;9.8509;93.9062
-0.1114;-0.3916;9.8447;9.8531;93.9163
-0.1114;-0.3940;9.8471;9.8556;93.9204
-0.1114;-0.3964;9.8519;9.8605;93.9245
-0.1066;-0.3928;9.8507;9.8591;93.9285
-0.1078;-0.3916;9.8519;9.8603;93.9326
-0.1066;-0.3916;9.8591;9.8674;93.9367
-0.1090;-0.3928;9.8591;9.8675;93.9407
-0.1138;-0.3964;9.8579;9.8665;93.9447
-0.1150;-0.3964;9.8567;9.8653;93.9488
-0.1114;-0.3952;9.8591;9.8676;93.9530
-0.1090;-0.3952;9.8651;9.8736;93.9570
-0.1090;-0.3952;9.8675;9.8760;93.9609
-0.1054;-0.3916;9.8699;9.8782;93.9646
-0.1066;-0.3904;9.8663;9.8746;93.9686
-0.1102;-0.3880;9.8615;9.8697;93.9724
-0.1078;-0.3952;9.8615;9.8700;93.9761
-0.1078;-0.3952;9.8567;9.8652;93.9799
-0.1090;-0.3952;9.8519;9.8604;93.9837
-0.1102;-0.3940;9.8507;9.8592;93.9874
-0.1090;-0.3928;9.8507;9.8591;93.9912
-0.1126;-0.3940;9.8471;9.8556;93.9949
-0.1090;-0.3952;9.8459;9.8545;93.9987
-0.1078;-0.3952;9.8471;9.8556;94.0024
-0.1054;-0.3904;9.8459;9.8542;94.0061
-0.1054;-0.3904;9.8507;9.8590;94.0099
-0.1018;-0.3928;9.8483;9.8567;94.0136
-0.0970;-0.3964;9.8483;9.8568;94.0175
-0.1018;-0.3964;9.8435;9.8520;94.0240
-0.1042;-0.3928;9.8399;9.8483;94.0281
-0.1018;-0.3952;9.8399;9.8484;94.0326
-0.1042;-0.3964;9.8375;9.8461;94.0372
-0.1102;-0.3976;9.8363;9.8450;94.0413
-0.1126;-0.3964;9.8399;9.8486;94.0454
-0.1126;-0.3952;9.8411;9.8497;94.0492
-0.1042;-0.3964;9.8447;9.8533;94.0532
-0.1030;-0.3964;9.8459;9.8544;94.0570
-0.1030;-0.3976;9.8423;9.8509;94.0610
-0.1054;-0.3964;9.8483;9.8569;94.0648
-0.1030;-0.3904;9.8531;9.8614;94.0705
-0.1042;-0.3916;9.8543;9.8626;94.0744
-0.1054;-0.3952;9.8507;9.8592;94.0785
-0.1090;-0.3964;9.8519;9.8605;94.0826
-0.1078;-0.3940;9.8471;9.8556;94.0868
-0.1066;-0.3916;9.8507;9.8591;94.0909
-0.1042;-0.3928;9.8531;9.8615;94.0947
-0.0994;-0.3928;9.8591;9.8674;94.0984
-0.0994;-0.3988;9.8603;9.8689;94.1022
-0.0994;-0.3964;9.8603;9.8688;94.1059
-0.1042;-0.3952;9.8531;9.8616;94.1096
-0.1018;-0.3940;9.8483;9.8567;94.1134
-0.0994;-0.3952;9.8483;9.8567;94.1171
-0.0970;-0.3976;9.8519;9.8604;94.1210
-0.0982;-0.4000;9.8555;9.8641;94.1253
-0.0958;-0.4012;9.8567;9.8653;94.1290
-0.0970;-0.4036;9.8555;9.8642;94.1328
-0.0982;-0.4012;9.8507;9.8594;94.1366
-0.1006;-0.3988;9.8519;9.8605;94.1403
-0.1006;-0.3988;9.8495;9.8581;94.1441
-0.1054;-0.3964;9.8495;9.8581;94.1478
-0.1054;-0.3964;9.8543;9.8628;94.1515
-0.1054;-0.3940;9.8531;9.8615;94.1553
-0.1066;-0.3952;9.8555;9.8640;94.1590
-0.1078;-0.4000;9.8567;9.8654;94.1628
-0.1066;-0.4024;9.8507;9.8595;94.1665
-0.1042;-0.4060;9.8519;9.8608;94.1706
-0.1030;-0.4036;9.8531;9.8619;94.1744
-0.1018;-0.4036;9.8483;9.8571;94.1782
-0.1054;-0.4048;9.8471;9.8560;94.1820
-0.1042;-0.4048;9.8447;9.8536;94.1858
-0.1018;-0.4060;9.8411;9.8500;94.1896
-0.0994;-0.4024;9.8471;9.8558;94.1933
-0.1006;-0.4024;9.8495;9.8582;94.1971
-0.0970;-0.4012;9.8435;9.8522;94.2008
-0.0970;-0.3976;9.8507;9.8592;94.2045
-0.1018;-0.4000;9.8447;9.8534;94.2082
-0.1006;-0.4012;9.8459;9.8546;94.2120
-0.1006;-0.4000;9.8483;9.8570;94.2157
-0.1018;-0.4000;9.8411;9.8498;94.2194
-0.1042;-0.3976;9.8423;9.8509;94.2246
-0.1042;-0.4012;9.8399;9.8487;94.2284
-0.1030;-0.4036;9.8340;9.8428;94.2322
-0.1030;-0.4060;9.8375;9.8465;94.2360
-0.1018;-0.4048;9.8435;9.8524;94.2398
-0.1078;-0.4036;9.8363;9.8452;94.2435
-0.1090;-0.4048;9.8363;9.8453;94.2474
-0.1066;-0.4036;9.8399;9.8488;94.2515
-0.1042;-0.4036;9.8387;9.8476;94.2553
-0.1042;-0.4036;9.8411;9.8500;94.2591
-0.1066;-0.4012;9.8411;9.8499;94.2628
-0.1090;-0.4012;9.8375;9.8463;94.2665
-0.1078;-0.4012;9.8363;9.8451;94.2703
-0.1090;-0.3988;9.8411;9.8498;94.2741
-0.1066;-0.3952;9.8435;9.8520;94.2779
-0.1078;-0.3952;9.8411;9.8497;94.2816
-0.1066;-0.3952;9.8411;9.8496;94.2854
-0.1078;-0.3976;9.8471;9.8557;94.2891
-0.1066;-0.3988;9.8447;9.8534;94.2928
-0.1030;-0.4012;9.8435;9.8522;94.2966
-0.1006;-0.4024;9.8423;9.8511;94.3003
-0.0982;-0.4024;9.8435;9.8522;94.3040
-0.0970;-0.4048;9.8447;9.8535;94.3078
-0.0970;-0.4060;9.8483;9.8572;94.3115
-0.0970;-0.4048;9.8495;9.8583;94.3152
-0.0982;-0.4024;9.8507;9.8594;94.3189
-0.0982;-0.4000;9.8459;9.8545;94.3239
-0.1006;-0.3988;9.8411;9.8497;94.3278
-0.0982;-0.3988;9.8351;9.8437;94.3315
-0.0982;-0.3988;9.8375;9.8461;94.3353
-0.0982;-0.3976;9.8411;9.8497;94.3391
-0.1006;-0.3952;9.8423;9.8508;94.3428
-0.1030;-0.3988;9.8423;9.8509;94.3466
-0.1078;-0.3988;9.8375;9.8462;94.3504
-0.1054;-0.4000;9.8423;9.8510;94.3541
-0.1054;-0.3964;9.8459;9.8545;94.3578
-0.1042;-0.3976;9.8471;9.8557;94.3616
-0.1054;-0.4000;9.8471;9.8558;94.3653
-0.1042;-0.4036;9.8483;9.8571;94.3690
-0.1042;-0.4072;9.8483;9.8573;94.3730
-0.1054;-0.4072;9.8507;9.8597;94.3768
-0.1054;-0.4036;9.8543;9.8631;94.3806
-0.1054;-0.4024;9.8519;9.8607;94.3844
-0.1090;-0.4036;9.8507;9.8596;94.3881
-0.1114;-0.4048;9.8495;9.8585;94.3918
-0.1138;-0.4036;9.8495;9.8584;94.3956
-0.1114;-0.4072;9.8507;9.8598;94.3993
-0.1114;-0.4048;9.8507;9.8597;94.4030
-0.1102;-0.4024;9.8483;9.8572;94.4068
-0.1078;-0.3976;9.8459;9.8545;94.4105
-0.1078;-0.3976;9.8447;9.8533;94.4142
-0.1054;-0.3988;9.8483;9.8570;94.4180
-0.0994;-0.4000;9.8459;9.8545;94.4217
-0.0982;-0.3976;9.8471;9.8556;94.4267
-0.0982;-0.3928;9.8447;9.8530;94.4305
-0.0982;-0.3952;9.8459;9.8543;94.4343
-0.0982;-0.3952;9.8519;9.8603;94.4380
-0.0958;-0.3964;9.8483;9.8568;94.4417
-0.0958;-0.3976;9.8447;9.8532;94.4455
-0.0970;-0.4012;9.8459;9.8546;94.4492
-0.0982;-0.4012;9.8471;9.8558;94.4529
-0.1042;-0.4024;9.8423;9.8511;94.4567
-0.1054;-0.4012;9.8399;9.8487;94.4604
-0.1054;-0.4024;9.8411;9.8499;94.4641
-0.1042;-0.4012;9.8435;9.8523;94.4679
-0.1066;-0.4012;9.8447;9.8535;94.4716
-0.1078;-0.4024;9.8411;9.8499;94.4754
-0.1066;-0.4036;9.8447;9.8536;94.4792
-0.1054;-0.4048;9.8459;9.8548;94.4830
-0.1030;-0.4012;9.8471;9.8558;94.4867
-0.1090;-0.4012;9.8447;9.8535;94.4904
-0.1054;-0.4000;9.8531;9.8618;94.4942
-0.1042;-0.3940;9.8579;9.8663;94.4979
-0.1054;-0.3952;9.8615;9.8700;94.5016
-0.1054;-0.3940;9.8591;9.8675;94.5053
-0.1054;-0.3940;9.8615;9.8699;94.5091
-0.1042;-0.3940;9.8591;9.8675;94.5164
-0.1018;-0.3940;9.8495;9.8579;94.5202
-0.1006;-0.3952;9.8507;9.8592;94.5258
-0.0982;-0.3940;9.8507;9.8591;94.5300
-0.0910;-0.3916;9.8471;9.8553;94.5341
-0.0922;-0.3904;9.8495;9.8577;94.5382
-0.0958;-0.3916;9.8507;9.8590;94.5422
-0.0934;-0.3940;9.8471;9.8554;94.5460
-0.0970;-0.3964;9.8447;9.8532;94.5498
-0.0970;-0.3964;9.8459;9.8544;94.5535
-0.1018;-0.3940;9.8519;9.8603;94.5572
-0.1042;-0.3964;9.8555;9.8640;94.5610
-0.1054;-0.3928;9.8579;9.8663;94.5647
-0.1054;-0.3952;9.8579;9.8664;94.5684
-0.0994;-0.3964;9.8507;9.8592;94.5722
-0.0994;-0.3976;9.8519;9.8604;94.5760
-0.1018;-0.4000;9.8567;9.8653;94.5798
-0.1018;-0.4024;9.8555;9.8642;94.5836
-0.1066;-0.4012;9.8531;9.8618;94.5873
-0.1078;-0.4024;9.8591;9.8679;94.5911
-0.1090;-0.3988;9.8567;9.8654;94.5948
-0.1090;-0.3988;9.8591;9.8678;94.5985
-0.1042;-0.4000;9.8591;9.8678;94.6023
-0.1042;-0.4024;9.8663;9.8750;94.6060
-0.1054;-0.3988;9.8687;9.8773;94.6097
-0.1066;-0.3964;9.8687;9.8772;94.6135
-0.1090;-0.3988;9.8711;9.8797;94.6172
-0.1078;-0.3976;9.8675;9.8761;94.6209
-0.1066;-0.3928;9.8627;9.8711;94.6262
-0.1030;-0.3928;9.8639;9.8722;94.6301
-0.0994;-0.3904;9.8627;9.8709;94.6338
-0.1006;-0.3916;9.8615;9.8698;94.6377
-0.1030;-0.3916;9.8615;9.8698;94.6414
-0.1066;-0.3928;9.8615;9.8699;94.6452
-0.1054;-0.3928;9.8591;9.8675;94.6489
-0.1090;-0.3952;9.8543;9.8628;94.6527
-0.1078;-0.3940;9.8579;9.8664;94.6564
-0.1042;-0.3928;9.8519;9.8603;94.6638
-0.1054;-0.3928;9.8507;9.8591;94.6675
-0.1066;-0.3928;9.8519;9.8603;94.6713
-0.1126;-0.3892;9.8471;9.8555;94.6753
-0.1114;-0.3892;9.8495;9.8578;94.6791
-0.1102;-0.3892;9.8471;9.8554;94.6829
-0.1102;-0.3904;9.8531;9.8615;94.6867
-0.1090;-0.3928;9.8543;9.8627;94.6904
-0.1066;-0.3976;9.8519;9.8605;94.6941
-0.1066;-0.4012;9.8543;9.8630;94.6979
-0.1066;-0.4012;9.8531;9.8618;94.7016
-0.1102;-0.4012;9.8447;9.8535;94.7054
-0.1138;-0.4060;9.8459;9.8549;94.7091
-0.1150;-0.4024;9.8483;9.8572;94.7128
-0.1138;-0.4000;9.8483;9.8571;94.7165
-0.1138;-0.3976;9.8459;9.8546;94.7203
-0.1126;-0.3976;9.8447;9.8534;94.7254
-0.1114;-0.3988;9.8435;9.8522;94.7292
-0.1090;-0.4012;9.8459;9.8547;94.7366
-0.1114;-0.4012;9.8483;9.8571;94.7404
-0.1078;-0.3988;9.8531;9.8618;94.7442
-0.1102;-0.4000;9.8555;9.8642;94.7479
-0.1114;-0.4012;9.8567;9.8655;94.7516
-0.1102;-0.4000;9.8579;9.8666;94.7709
-0.1078;-0.3964;9.8567;9.8653;94.7748
-0.1066;-0.3952;9.8543;9.8628;94.7785
-0.1030;-0.3988;9.8495;9.8581;94.7825
-0.1018;-0.3988;9.8447;9.8533;94.7863
-0.0982;-0.3976;9.8435;9.8520;94.7900
-0.0970;-0.4012;9.8495;9.8582;94.7938
-0.0982;-0.4036;9.8483;9.8571;94.7981
-0.0982;-0.4048;9.8435;9.8523;94.8022
-0.1006;-0.4024;9.8435;9.8523;94.8064
-0.0970;-0.3988;9.8459;9.8545;94.8104
-0.0994;-0.4036;9.8435;9.8523;94.8144
-0.0994;-0.4036;9.8447;9.8535;94.8184
-0.1030;-0.4024;9.8471;9.8559;94.8231
-0.1054;-0.4048;9.8459;9.8548;94.8288
-0.1054;-0.4048;9.8447;9.8536;94.8329
-0.1054;-0.4024;9.8471;9.8559;94.8370
-0.1066;-0.4024;9.8447;9.8535;94.8410
-0.1090;-0.4036;9.8423;9.8512;94.8451
-0.1114;-0.4072;9.8447;9.8538;94.8490
-0.1102;-0.4060;9.8471;9.8561;94.8530
-0.1102;-0.4012;9.8483;9.8571;94.8570
-0.1066;-0.4024;9.8471;9.8559;94.8611
-0.1090;-0.4072;9.8495;9.8585;94.8651
-0.1090;-0.4048;9.8459;9.8548;94.8694
-0.1090;-0.4024;9.8483;9.8571;94.8757
-0.1090;-0.4048;9.8471;9.8560;94.8816
-0.1066;-0.4036;9.8459;9.8548;94.8874
-0.1102;-0.4000;9.8435;9.8523;94.8931
-0.1090;-0.4012;9.8423;9.8511;94.8992
-0.1102;-0.4036;9.8411;9.8500;94.9050
-0.1102;-0.4024;9.8447;9.8536;94.9108
-0.1114;-0.3976;9.8483;9.8570;94.9164
-0.1090;-0.3952;9.8459;9.8545;94.9223
-0.1138;-0.3988;9.8423;9.8511;94.9306
-0.1114;-0.3964;9.8447;9.8533;94.9367
-0.1114;-0.3904;9.8531;9.8615;94.9424
-0.1054;-0.3928;9.8543;9.8627;94.9481
-0.1090;-0.3964;9.8567;9.8653;94.9538
-0.1066;-0.3964;9.8567;9.8652;94.9595
-0.1042;-0.4000;9.8639;9.8725;94.9659
-0.1042;-0.3976;9.8639;9.8724;94.9716
-0.1066;-0.3976;9.8651;9.8737;94.9763
-0.1042;-0.3976;9.8603;9.8689;94.9803
-0.1006;-0.4000;9.8603;9.8689;94.9841
-0.1030;-0.4012;9.8615;9.8702;94.9878
-0.1042;-0.4012;9.8615;9.8702;94.9916
-0.0970;-0.3976;9.8555;9.8640;94.9953
-0.0958;-0.3976;9.8531;9.8616;94.9994
-0.0958;-0.3952;9.8543;9.8627;95.0033
-0.0946;-0.3988;9.8555;9.8640;95.0073
-0.0934;-0.3988;9.8507;9.8592;95.0115
-0.0970;-0.4000;9.8483;9.8569;95.0157
-0.0982;-0.4000;9.8531;9.8617;95.0199
-0.0970;-0.3964;9.8507;9.8592;95.0241
-0.1006;-0.3916;9.8567;9.8650;95.0304
-0.1030;-0.3916;9.8567;9.8650;95.0347
-0.1042;-0.3904;9.8471;9.8554;95.0392
-0.1054;-0.3904;9.8459;9.8542;95.0433
-0.1090;-0.3892;9.8483;9.8566;95.0473
-0.1066;-0.3892;9.8495;9.8578;95.0514
-0.1102;-0.3916;9.8495;9.8579;95.0554
-0.1138;-0.3904;9.8519;9.8603;95.0595
-0.1138;-0.3940;9.8507;9.8592;95.0633
-0.1126;-0.3976;9.8507;9.8594;95.0670
-0.1102;-0.3928;9.8495;9.8580;95.0708
-0.1090;-0.3940;9.8483;9.8568;95.0745
-0.1042;-0.3928;9.8447;9.8531;95.0784
-0.1042;-0.3916;9.8447;9.8531;95.0822
-0.1054;-0.3952;9.8459;9.8544;95.0860
-0.1042;-0.3964;9.8483;9.8568;95.0898
-0.1066;-0.3964;9.8519;9.8605;95.0936
-0.1042;-0.4000;9.8531;9.8618;95.0973
-0.1030;-0.4012;9.8567;9.8654;95.1011
-0.1042;-0.4024;9.8567;9.8655;95.1048
-0.1042;-0.4024;9.8543;9.8631;95.1085
-0.1126;-0.4024;9.8555;9.8644;95.1123
-0.1126;-0.4012;9.8543;9.8631;95.1160
-0.1090;-0.4000;9.8519;9.8606;95.1197
-0.1102;-0.4000;9.8495;9.8583;95.1235
-0.1114;-0.4000;9.8543;9.8631;95.1278
-0.1102;-0.3976;9.8531;9.8617;95.1323
-0.1102;-0.3976;9.8483;9.8570;95.1361
-0.1066;-0.3988;9.8483;9.8570;95.1399
-0.1054;-0.4000;9.8507;9.8594;95.1437
-0.1066;-0.3976;9.8519;9.8605;95.1475
-0.1066;-0.3976;9.8555;9.8641;95.1513
-0.1078;-0.3964;9.8567;9.8653;95.1551
-0.1066;-0.3976;9.8555;9.8641;95.1589
-0.1066;-0.4000;9.8531;9.8618;95.1629
-0.1042;-0.4048;9.8531;9.8620;95.1667
-0.1042;-0.4060;9.8531;9.8620;95.1705
-0.1054;-0.4036;9.8567;9.8655;95.1742
-0.1030;-0.4024;9.8591;9.8678;95.1780
-0.1018;-0.4012;9.8567;9.8654;95.1819
-0.0994;-0.3976;9.8555;9.8640;95.1856
-0.0994;-0.3952;9.8543;9.8627;95.1894
-0.1006;-0.3928;9.8567;9.8650;95.1931
-0.0982;-0.3904;9.8579;9.8661;95.1969
-0.1006;-0.3856;9.8555;9.8636;95.2006
-0.1018;-0.3868;9.8591;9.8672;95.2044
-0.1018;-0.3844;9.8567;9.8647;95.2081
-0.1018;-0.3856;9.8567;9.8648;95.2118
-0.1006;-0.3868;9.8639;9.8720;95.2155
-0.0970;-0.3904;9.8651;9.8733;95.2193
-0.0994;-0.3916;9.8615;9.8698;95.2230
-0.1030;-0.3952;9.8531;9.8616;95.2267
-0.1066;-0.3940;9.8507;9.8592;95.2308
-0.1054;-0.3940;9.8519;9.8604;95.2346
-0.1066;-0.3988;9.8555;9.8641;95.2384
-0.1090;-0.4000;9.8543;9.8630;95.2422
-0.1102;-0.4036;9.8543;9.8632;95.2460
-0.1102;-0.4036;9.8531;9.8620;95.2497
-0.1090;-0.4000;9.8567;9.8654;95.2535
-0.1090;-0.4000;9.8543;9.8630;95.2572
-0.1090;-0.3952;9.8483;9.8568;95.2614
-0.1054;-0.3928;9.8483;9.8567;95.2652
-0.1054;-0.3928;9.8507;9.8591;95.2689
-0.1042;-0.3916;9.8627;9.8710;95.2727
-0.1042;-0.3940;9.8651;9.8735;95.2764
-0.1018;-0.3964;9.8651;9.8736;95.2803
-0.1018;-0.3964;9.8639;9.8724;95.2840
-0.1018;-0.3952;9.8615;9.8699;95.2878
-0.1054;-0.3940;9.8615;9.8699;95.2916
-0.1078;-0.3940;9.8579;9.8664;95.2953
-0.1078;-0.3952;9.8555;9.8640;95.2990
-0.1042;-0.3940;9.8495;9.8579;95.3028
-0.1018;-0.3964;9.8495;9.8580;95.3066
-0.1018;-0.4000;9.8603;9.8689;95.3103
-0.1030;-0.3976;9.8627;9.8712;95.3141
-0.1042;-0.3952;9.8591;9.8676;95.3178
-0.1066;-0.3988;9.8615;9.8701;95.3216
-0.1066;-0.3976;9.8603;9.8689;95.3253
-0.1018;-0.3976;9.8531;9.8617;95.3292
-0.1066;-0.4000;9.8459;9.8546;95.3331
-0.1054;-0.4000;9.8411;9.8498;95.3369
-0.1054;-0.4012;9.8411;9.8499;95.3407
-0.1030;-0.4024;9.8435;9.8523;95.3445
-0.1006;-0.4000;9.8411;9.8498;95.3482
-0.0994;-0.4024;9.8411;9.8499;95.3520
-0.0982;-0.3976;9.8435;9.8520;95.3557
-0.0958;-0.3940;9.8459;9.8543;95.3594
-0.0982;-0.3916;9.8471;9.8554;95.3632
-0.1030;-0.3904;9.8495;9.8578;95.3669
-0.1030;-0.3928;9.8483;9.8567;95.3707
-0.1018;-0.3904;9.8483;9.8566;95.3744
-0.1042;-0.3892;9.8495;9.8578;95.3781
-0.1018;-0.3892;9.8471;9.8553;95.3820
-0.0994;-0.3928;9.8447;9.8531;95.3858
-0.1030;-0.3952;9.8435;9.8520;95.3895
-0.1030;-0.3976;9.8447;9.8533;95.3932
-0.1042;-0.4012;9.8423;9.8511;95.3970
-0.1006;-0.4000;9.8447;9.8534;95.4008
-0.1006;-0.3976;9.8435;9.8521;95.4045
-0.1006;-0.3964;9.8459;9.8544;95.4082
-0.1018;-0.3964;9.8471;9.8556;95.4120
-0.1006;-0.3940;9.8519;9.8603;95.4157
-0.1030;-0.3940;9.8591;9.8675;95.4194
-0.0982;-0.3952;9.8603;9.8687;95.4232
-0.0970;-0.3952;9.8591;9.8675;95.4269
-0.0946;-0.3976;9.8603;9.8688;95.4308
-0.0946;-0.3952;9.8579;9.8663;95.4347
-0.0922;-0.3928;9.8603;9.8685;95.4384
-0.0922;-0.3916;9.8591;9.8673;95.4421
-0.0898;-0.3856;9.8639;9.8718;95.4459
-0.0886;-0.3832;9.8591;9.8669;95.4496
-0.0874;-0.3868;9.8579;9.8659;95.4534
-0.0886;-0.3880;9.8591;9.8671;95.4571
-0.0886;-0.3916;9.8615;9.8697;95.4609
-0.0862;-0.3904;9.8555;9.8636;95.4646
-0.0874;-0.3868;9.8567;9.8647;95.4684
-0.0898;-0.3844;9.8579;9.8658;95.4721
-0.0898;-0.3868;9.8567;9.8647;95.4758
-0.0898;-0.3880;9.8531;9.8612;95.4797
-0.0898;-0.3928;9.8471;9.8554;95.4835
-0.0922;-0.3964;9.8483;9.8567;95.4872
-0.0946;-0.3952;9.8447;9.8531;95.4910
-0.0994;-0.3976;9.8483;9.8568;95.4947
-0.0970;-0.4000;9.8471;9.8557;95.4984
-0.0970;-0.3988;9.8471;9.8557;95.5022
-0.0982;-0.4000;9.8423;9.8509;95.5060
-0.0934;-0.4000;9.8423;9.8509;95.5097
-0.0934;-0.3988;9.8435;9.8520;95.5135
-0.0910;-0.3988;9.8399;9.8484;95.5172
-0.0910;-0.4000;9.8423;9.8509;95.5212
-0.0922;-0.3988;9.8459;9.8544;95.5252
-0.0958;-0.3952;9.8531;9.8615;95.5293
-0.1006;-0.3964;9.8591;9.8676;95.5334
-0.1006;-0.3964;9.8579;9.8664;95.5377
-0.1006;-0.3928;9.8579;9.8662;95.5417
-0.1006;-0.3940;9.8543;9.8627;95.5456
-0.1018;-0.3940;9.8531;9.8615;95.5493
-0.1006;-0.3964;9.8519;9.8604;95.5531
-0.1018;-0.3964;9.8495;9.8580;95.5574
-0.0994;-0.3976;9.8447;9.8533;95.5615
-0.0958;-0.4000;9.8447;9.8533;95.5657
-0.0946;-0.4012;9.8459;9.8545;95.5698
-0.0946;-0.4024;9.8483;9.8570;95.5737
-0.0970;-0.4024;9.8519;9.8606;95.5779
-0.1006;-0.4024;9.8531;9.8618;95.5820
-0.0994;-0.4036;9.8495;9.8583;95.5861
-0.0994;-0.4024;9.8495;9.8582;95.5901
-0.0994;-0.3976;9.8495;9.8580;95.5942
-0.0970;-0.3964;9.8543;9.8628;95.5983
-0.1006;-0.3964;9.8627;9.8712;95.6026
-0.1006;-0.4000;9.8651;9.8737;95.6067
-0.1018;-0.4000;9.8591;9.8677;95.6106
-0.1042;-0.4000;9.8543;9.8630;95.6143
-0.1090;-0.3988;9.8471;9.8558;95.6180
-0.1114;-0.3988;9.8471;9.8558;95.6218
-0.1114;-0.3976;9.8447;9.8534;95.6255
-0.1102;-0.3988;9.8447;9.8534;95.6293
-0.1102;-0.3952;9.8435;9.8521;95.6333
-0.1114;-0.3976;9.8471;9.8558;95.6373
-0.1114;-0.3964;9.8495;9.8581;95.6413
-0.1114;-0.4012;9.8495;9.8583;95.6493
